difficulty target_name F1 lDDToligo Jaccard TMscore
medium H1114 57.0 0.707 0.62 0.856
medium H1114 57.0 0.707 0.62 0.856
medium H1114 64.8 0.807 0.67 0.386
medium H1114 66.5 0.782 0.69 0.319
medium H1114 47.5 0.832 0.48 0.226
medium H1114 47.5 0.832 0.48 0.226
medium H1114 47.5 0.832 0.48 0.226
medium H1114 56.3 0.708 0.62 0.847
medium H1114 56.3 0.708 0.62 0.847
medium H1114 65.3 0.833 0.67 0.432
medium H1114 65.3 0.833 0.67 0.432
medium H1114 65.3 0.833 0.67 0.432
medium H1114 56.2 0.791 0.61 0.268
medium H1114 56.2 0.791 0.61 0.435
medium H1114 67.9 0.809 0.73 0.634
medium H1114 42.6 0.746 0.47 0.346
medium H1114 42.6 0.746 0.47 0.346
medium H1114 42.6 0.746 0.47 0.346
medium H1114 42.6 0.746 0.47 0.346
medium H1114 42.6 0.746 0.47 0.346
medium H1114 42.6 0.746 0.47 0.346
medium H1114 42.6 0.745 0.47 0.351
medium H1114 42.6 0.745 0.47 0.351
medium H1114 61.2 0.767 0.64 0.435
medium H1114 62.0 0.751 0.66 0.691
medium H1114 63.4 0.725 0.67 0.470
medium H1114 35.7 0.712 0.40 0.333
medium H1114 35.7 0.712 0.40 0.333
medium H1114 35.7 0.711 0.40 0.363
medium H1114 35.7 0.710 0.45 0.363
medium H1114 34.4 0.746 0.35 0.638
medium H1114 22.0 0.451 0.34 0.252
medium H1114 68.4 0.659 0.70 0.300
medium H1114 67.1 0.658 0.70 0.319
medium H1114 67.1 0.658 0.70 0.319
medium H1114 67.1 0.658 0.70 0.319
medium H1114 67.1 0.658 0.70 0.319
medium H1114 67.1 0.658 0.70 0.319
medium H1114 67.1 0.658 0.70 0.319
medium H1114 67.1 0.658 0.70 0.319
medium H1114 67.1 0.658 0.70 0.319
medium H1114 67.1 0.658 0.70 0.319
medium H1114 67.1 0.658 0.70 0.319
medium H1114 67.1 0.658 0.70 0.319
medium H1114 67.1 0.658 0.70 0.319
medium H1114 67.1 0.658 0.70 0.319
medium H1114 67.1 0.658 0.70 0.319
medium H1114 17.1 0.217 0.17 0.244
medium H1114 17.1 0.270 0.18 0.108
medium H1114 16.9 0.217 0.17 0.244
medium H1114 16.9 0.214 0.17 0.244
medium H1114 17.2 0.218 0.17 0.244
medium H1114 17.2 0.218 0.17 0.244
medium H1114 16.9 0.217 0.17 0.244
medium H1114 16.9 0.217 0.17 0.244
medium H1114 16.9 0.217 0.17 0.244
medium H1114 16.9 0.217 0.17 0.244
medium H1114 17.1 0.215 0.17 0.244
medium H1114 17.0 0.217 0.17 0.244
medium H1114 17.0 0.217 0.17 0.244
medium H1114 16.8 0.218 0.17 0.244
medium H1114 16.8 0.218 0.17 0.244
medium H1114 17.1 0.215 0.17 0.244
medium H1114 16.5 0.212 0.17 0.244
medium H1114 16.8 0.218 0.17 0.244
medium H1114 16.8 0.269 0.17 0.203
medium H1114 16.8 0.218 0.17 0.244
medium H1114 16.8 0.214 0.17 0.244
medium H1114 16.8 0.214 0.17 0.244
medium H1114 16.8 0.214 0.17 0.244
medium H1114 16.8 0.214 0.17 0.244
medium H1114 16.8 0.214 0.17 0.244
medium H1114 16.7 0.213 0.17 0.244
medium H1114 16.7 0.213 0.17 0.244
medium H1114 15.9 0.106 0.16 0.244
medium H1114 16.2 0.211 0.17 0.244
medium H1114 16.7 0.213 0.17 0.244
medium H1114 16.7 0.214 0.17 0.244
medium H1114 17.6 0.209 0.18 0.248
medium H1114 16.3 0.215 0.17 0.244
medium H1114 17.6 0.209 0.18 0.248
medium H1114 16.5 0.214 0.17 0.244
medium H1114 16.3 0.215 0.17 0.244
medium H1114 15.9 0.213 0.16 0.244
medium H1114 16.4 0.214 0.17 0.244
medium H1114 16.2 0.213 0.16 0.244
medium H1114 17.5 0.207 0.18 0.248
medium H1114 17.5 0.207 0.18 0.248
medium H1114 17.4 0.207 0.18 0.246
medium H1114 17.5 0.209 0.18 0.246
medium H1114 17.5 0.209 0.18 0.246
medium H1114 16.0 0.214 0.17 0.244
medium H1114 14.8 0.209 0.15 0.245
medium H1114 16.1 0.212 0.16 0.244
medium H1114 15.9 0.209 0.16 0.246
medium H1114 15.5 0.212 0.16 0.244
medium H1114 15.6 0.210 0.16 0.244
medium H1114 15.4 0.211 0.16 0.243
medium H1114 9.4 0.193 0.09 0.232
medium H1114 9.4 0.193 0.09 0.232
medium H1114 6.0 0.104 0.06 0.124
medium H1114 6.3 0.106 0.06 0.124
medium H1114 6.3 0.105 0.06 0.124
medium H1114 5.9 0.104 0.06 0.125
medium H1114 5.9 0.104 0.06 0.125
medium H1114 6.1 0.105 0.06 0.124
medium H1114 6.1 0.105 0.06 0.124
medium H1114 5.8 0.105 0.06 0.126
medium H1114 6.0 0.105 0.06 0.124
medium H1114 5.8 0.105 0.06 0.126
medium H1114 5.4 0.104 0.05 0.129
medium H1114 5.4 0.104 0.05 0.129
medium H1114 5.8 0.104 0.06 0.126
medium H1114 5.8 0.104 0.06 0.126
medium H1114 5.9 0.104 0.06 0.124
medium H1114 5.6 0.103 0.06 0.129
medium H1114 5.7 0.104 0.06 0.124
medium H1114 5.9 0.105 0.06 0.124
medium H1114 5.5 0.104 0.05 0.126
medium H1114 5.5 0.104 0.05 0.126
medium H1114 5.8 0.101 0.06 0.124
medium H1114 5.8 0.101 0.06 0.124
medium H1114 5.8 0.104 0.06 0.124
medium H1114 5.9 0.105 0.06 0.124
medium H1114 5.9 0.105 0.06 0.124
medium H1114 5.7 0.104 0.06 0.090
medium H1114 5.9 0.105 0.06 0.123
medium H1114 5.8 0.104 0.06 0.123
medium H1114 5.8 0.104 0.06 0.123
medium H1114 5.8 0.104 0.06 0.123
medium H1114 5.9 0.104 0.06 0.123
medium H1114 5.9 0.104 0.06 0.123
medium H1114 5.1 0.100 0.05 0.131
medium H1114 5.4 0.100 0.05 0.130
medium H1114 5.4 0.100 0.05 0.130
medium H1114 5.1 0.100 0.05 0.131
medium H1114 5.4 0.100 0.05 0.130
medium H1114 5.5 0.099 0.06 0.130
medium H1114 5.5 0.099 0.06 0.130
medium H1114 5.4 0.100 0.05 0.130
medium H1114 4.6 0.095 0.05 0.129
medium H1114 5.6 0.098 0.06 0.128
medium H1114 4.6 0.095 0.05 0.129
medium H1114 0.4 0.261 0.08 0.170
medium H1114 0.4 0.261 0.08 0.131
medium H1114 0.4 0.256 0.09 0.227
medium H1114 0.4 0.255 0.07 0.154
medium H1114 0.4 0.255 0.09 0.136
medium H1114 0.0 0.042 0.00 0.070
medium H1114 0.0 0.039 0.00 0.069
medium H1114 0.0 0.043 0.00 0.070
medium H1114 0.0 0.009 0.00 0.051
medium H1114 0.0 0.009 0.00 0.059
medium H1114 0.0 0.009 0.00 0.059
medium H1114 0.0 0.042 0.00 0.070
medium H1114 0.0 0.039 0.00 0.069
medium H1114 0.0 0.009 0.01 0.059
medium H1114 0.0 0.042 0.00 0.070
medium H1114 0.0 0.009 0.00 0.053
medium H1114 0.0 0.042 0.00 0.070
medium H1114 0.0 0.043 0.00 0.070
medium H1114v2 35.2 0.684 0.38 0.369
medium H1114v2 30.6 0.667 0.34 0.724
medium H1114v2 38.4 0.735 0.38 0.727
medium H1114v2 38.9 0.736 0.40 0.726
medium H1114v2 38.9 0.736 0.40 0.726
medium H1114v2 37.7 0.722 0.37 0.728
medium H1114v2 37.6 0.734 0.38 0.733
medium H1114v2 38.9 0.736 0.40 0.726
medium H1114v2 38.9 0.736 0.40 0.726
medium H1114v2 38.9 0.736 0.40 0.726
medium H1114v2 40.0 0.733 0.39 0.726
medium H1114v2 40.0 0.733 0.39 0.726
medium H1114v2 61.1 0.844 0.55 0.729
medium H1114v2 39.8 0.731 0.39 0.726
medium H1114v2 39.8 0.731 0.39 0.726
medium H1114v2 35.7 0.735 0.36 0.730
medium H1114v2 38.8 0.735 0.39 0.724
medium H1114v2 38.5 0.732 0.37 0.726
medium H1114v2 38.8 0.735 0.39 0.724
medium H1114v2 38.8 0.735 0.39 0.724
medium H1114v2 38.8 0.735 0.39 0.724
medium H1114v2 36.2 0.772 0.37 0.727
medium H1114v2 37.5 0.768 0.37 0.374
medium H1114v2 37.5 0.768 0.37 0.374
medium H1114v2 37.2 0.728 0.36 0.724
medium H1114v2 37.2 0.728 0.36 0.724
medium H1114v2 37.2 0.728 0.36 0.724
medium H1114v2 32.1 0.362 0.31 0.724
medium H1114v2 36.6 0.729 0.36 0.725
medium H1114v2 35.8 0.721 0.36 0.725
medium H1114v2 35.8 0.721 0.36 0.725
medium H1114v2 35.8 0.721 0.36 0.725
medium H1114v2 35.8 0.721 0.36 0.725
medium H1114v2 36.7 0.739 0.35 0.726
medium H1114v2 34.3 0.730 0.35 0.727
medium H1114v2 35.7 0.719 0.36 0.723
medium H1114v2 62.2 0.852 0.55 0.729
medium H1114v2 33.3 0.723 0.34 0.712
medium H1114v2 57.3 0.835 0.51 0.729
medium H1114v2 33.0 0.728 0.34 0.712
medium H1114v2 33.0 0.727 0.34 0.712
medium H1114v2 34.4 0.718 0.39 0.725
medium H1114v2 34.4 0.718 0.39 0.725
medium H1114v2 57.5 0.840 0.51 0.729
medium H1114v2 54.6 0.834 0.50 0.729
medium H1114v2 36.1 0.725 0.36 0.726
medium H1114v2 57.3 0.848 0.53 0.755
medium H1114v2 55.6 0.844 0.51 0.753
medium H1114v2 31.9 0.728 0.35 0.726
medium H1114v2 55.3 0.841 0.52 0.753
medium H1114v2 32.2 0.714 0.34 0.735
medium H1114v2 35.2 0.726 0.39 0.728
medium H1114v2 35.2 0.726 0.39 0.728
medium H1114v2 35.6 0.738 0.40 0.728
medium H1114v2 35.6 0.738 0.40 0.728
medium H1114v2 35.5 0.732 0.40 0.728
medium H1114v2 35.5 0.732 0.40 0.728
medium H1114v2 36.0 0.730 0.40 0.721
medium H1114v2 36.0 0.730 0.39 0.721
medium H1114v2 42.4 0.659 0.42 0.675
medium H1114v2 34.8 0.732 0.40 0.727
medium H1114v2 30.1 0.728 0.33 0.728
medium H1114v2 53.5 0.838 0.51 0.756
medium H1114v2 57.9 0.858 0.54 0.732
medium H1114v2 58.3 0.863 0.53 0.755
medium H1114v2 51.8 0.791 0.50 0.731
medium H1114v2 52.2 0.788 0.50 0.731
medium H1114v2 51.2 0.788 0.49 0.733
medium H1114v2 52.5 0.740 0.50 0.723
medium H1114v2 53.8 0.841 0.49 0.754
medium H1114v2 29.3 0.724 0.31 0.724
medium H1114v2 53.4 0.845 0.49 0.731
medium H1114v2 31.4 0.723 0.33 0.726
medium H1114v2 25.5 0.714 0.30 0.711
medium H1114v2 26.8 0.712 0.31 0.750
medium H1114v2 26.7 0.714 0.31 0.712
medium H1114v2 53.2 0.858 0.49 0.753
medium H1114v2 32.1 0.725 0.32 0.727
medium H1114v2 26.2 0.713 0.30 0.702
medium H1114v2 52.0 0.797 0.51 0.751
medium H1114v2 52.3 0.856 0.49 0.730
medium H1114v2 51.4 0.784 0.49 0.732
medium H1114v2 26.3 0.711 0.30 0.709
medium H1114v2 28.3 0.720 0.28 0.729
medium H1114v2 39.9 0.801 0.39 0.739
medium H1114v2 40.3 0.801 0.41 0.736
medium H1114v2 41.1 0.775 0.41 0.726
medium H1114v2 41.1 0.775 0.41 0.726
medium H1114v2 26.4 0.720 0.28 0.727
medium H1114v2 37.8 0.778 0.41 0.726
medium H1114v2 37.8 0.778 0.41 0.726
medium H1114v2 37.8 0.778 0.41 0.726
medium H1114v2 37.8 0.778 0.41 0.726
medium H1114v2 42.2 0.782 0.43 0.738
medium H1114v2 24.6 0.712 0.27 0.722
medium H1114v2 25.5 0.685 0.28 0.706
medium H1114v2 25.5 0.685 0.28 0.706
medium H1114v2 37.7 0.784 0.40 0.782
medium H1114v2 37.7 0.784 0.40 0.782
medium H1114v2 37.7 0.781 0.40 0.782
medium H1114v2 10.6 0.496 0.20 0.585
medium H1114v2 38.4 0.777 0.41 0.777
medium H1114v2 32.4 0.757 0.42 0.734
medium H1114v2 19.2 0.654 0.27 0.749
medium H1114v2 30.8 0.716 0.43 0.750
medium H1114v2 30.8 0.716 0.43 0.750
medium H1114v2 30.8 0.716 0.43 0.750
medium H1114v2 30.8 0.716 0.43 0.750
medium H1114v2 30.8 0.716 0.43 0.750
medium H1114v2 30.8 0.716 0.43 0.750
medium H1114v2 30.8 0.716 0.43 0.750
medium H1114v2 30.8 0.716 0.43 0.750
medium H1114v2 30.8 0.716 0.43 0.750
medium H1114v2 30.8 0.716 0.43 0.750
medium H1114v2 30.8 0.716 0.43 0.750
medium H1114v2 30.8 0.716 0.43 0.750
medium H1114v2 30.8 0.716 0.43 0.750
medium H1114v2 30.8 0.716 0.43 0.750
medium H1114v2 30.8 0.716 0.43 0.750
medium H1114v2 30.8 0.716 0.43 0.750
medium H1114v2 37.2 0.760 0.42 0.772
medium H1114v2 12.2 0.725 0.12 0.405
medium H1114v2 11.6 0.729 0.10 0.385
medium H1114v2 21.0 0.646 0.28 0.745
medium H1114v2 14.2 0.502 0.20 0.618
medium H1114v2 14.2 0.502 0.20 0.618
medium H1114v2 14.1 0.498 0.20 0.618
medium H1114v2 14.1 0.498 0.20 0.618
medium H1114v2 18.7 0.725 0.21 0.779
medium H1114v2 18.7 0.725 0.21 0.779
medium H1114v2 18.7 0.725 0.21 0.779
medium H1114v2 18.7 0.725 0.21 0.779
medium H1114v2 18.7 0.725 0.21 0.779
medium H1114v2 18.7 0.725 0.21 0.779
medium H1114v2 18.7 0.722 0.21 0.778
medium H1114v2 18.7 0.722 0.21 0.778
medium H1114v2 34.8 0.748 0.37 0.728
medium H1114v2 37.7 0.785 0.41 0.793
medium H1114v2 37.7 0.785 0.41 0.793
medium H1114v2 13.1 0.494 0.19 0.614
medium H1114v2 20.2 0.641 0.30 0.752
medium H1114v2 13.1 0.494 0.19 0.614
medium H1114v2 12.0 0.712 0.12 0.421
medium H1114v2 12.0 0.712 0.12 0.421
medium H1114v2 12.6 0.702 0.12 0.478
medium H1114v2 12.9 0.716 0.13 0.563
medium H1114v2 12.6 0.702 0.12 0.478
medium H1114v2 12.9 0.716 0.13 0.563
medium H1114v2 23.5 0.642 0.29 0.760
medium H1114v2 30.1 0.744 0.36 0.724
medium H1114v2 30.1 0.744 0.36 0.724
medium H1114v2 30.1 0.744 0.36 0.724
medium H1114v2 11.5 0.719 0.13 0.457
medium H1114v2 11.5 0.719 0.13 0.457
medium H1114v2 26.9 0.675 0.29 0.709
medium H1114v2 26.9 0.674 0.29 0.721
medium H1114v2 37.7 0.780 0.38 0.785
medium H1114v2 37.7 0.780 0.38 0.785
medium H1114v2 37.7 0.753 0.41 0.751
medium H1114v2 37.7 0.753 0.41 0.751
medium H1114v2 37.7 0.768 0.42 0.787
medium H1114v2 37.7 0.759 0.42 0.790
medium H1114v2 37.7 0.759 0.42 0.790
medium H1114v2 37.7 0.768 0.42 0.787
medium H1114v2 13.8 0.711 0.17 0.750
medium H1114v2 13.7 0.709 0.16 0.748
medium H1114v2 13.7 0.709 0.16 0.748
medium H1114v2 40.3 0.777 0.41 0.746
medium H1114v2 40.3 0.777 0.41 0.746
medium H1114v2 40.3 0.777 0.41 0.746
medium H1114v2 4.2 0.341 0.03 0.364
medium H1114v2 4.2 0.341 0.03 0.364
medium H1114v2 37.3 0.659 0.39 0.763
medium H1114v2 5.5 0.344 0.06 0.364
medium H1114v2 5.8 0.349 0.06 0.365
medium H1114v2 37.2 0.741 0.40 0.755
medium H1114v2 5.4 0.345 0.06 0.365
medium H1114v2 16.0 0.626 0.15 0.640
medium H1114v2 16.0 0.626 0.15 0.640
medium H1114v2 16.0 0.626 0.15 0.640
medium H1114v2 16.0 0.626 0.15 0.640
medium H1114v2 16.0 0.626 0.15 0.640
medium H1114v2 13.6 0.686 0.15 0.744
medium H1114v2 3.1 0.343 0.04 0.372
medium H1114v2 3.1 0.343 0.04 0.372
medium H1114v2 8.7 0.708 0.09 0.419
medium H1114v2 8.7 0.712 0.09 0.370
medium H1114v2 1.6 0.341 0.02 0.367
medium H1114v2 1.6 0.341 0.02 0.367
medium H1114v2 1.8 0.333 0.02 0.372
medium H1114v2 8.5 0.708 0.10 0.370
medium H1114v2 2.0 0.339 0.02 0.374
medium H1114v2 2.0 0.339 0.02 0.374
medium H1114v2 2.1 0.342 0.02 0.373
medium H1114v2 2.1 0.342 0.02 0.373
medium H1114v2 1.2 0.338 0.01 0.364
medium H1114v2 1.2 0.338 0.01 0.364
medium H1114v2 1.7 0.337 0.02 0.377
medium H1114v2 10.0 0.695 0.11 0.430
medium H1114v2 10.0 0.695 0.11 0.430
medium H1114v2 10.0 0.695 0.11 0.430
medium H1114v2 2.4 0.342 0.02 0.364
medium H1114v2 3.3 0.339 0.03 0.364
medium H1114v2 3.7 0.719 0.03 0.384
medium H1114v2 3.7 0.719 0.03 0.384
medium H1114v2 3.7 0.719 0.03 0.384
medium H1114v2 5.5 0.654 0.07 0.384
medium H1114v2 1.5 0.342 0.02 0.372
medium H1114v2 1.9 0.335 0.02 0.371
medium H1114v2 3.9 0.679 0.08 0.375
medium H1114v2 2.5 0.331 0.02 0.376
medium H1114v2 2.5 0.331 0.02 0.376
medium H1114v2 6.1 0.586 0.07 0.426
medium H1114v2 0.5 0.335 0.02 0.366
medium H1114v2 6.8 0.669 0.14 0.421
medium H1114v2 0.0 0.338 0.01 0.369
medium H1114v2 0.0 0.338 0.01 0.369
medium H1114v2 0.2 0.145 0.05 0.339
medium H1114v2 0.2 0.145 0.05 0.339
medium H1114v2 0.2 0.145 0.05 0.339
medium H1114v2 0.5 0.335 0.02 0.370
medium H1114v2 0.2 0.145 0.05 0.339
medium H1114v2 0.2 0.145 0.05 0.339
medium H1114v2 0.9 0.555 0.07 0.408
medium H1114v2 5.1 0.350 0.08 0.400
medium H1114v2 5.1 0.350 0.08 0.400
medium H1114v2 5.1 0.350 0.08 0.400
medium H1114v2 5.1 0.350 0.08 0.400
medium H1114v2 5.1 0.350 0.08 0.400
medium H1114v2 5.1 0.350 0.08 0.400
medium H1114v2 5.1 0.350 0.08 0.400
medium H1114v2 5.1 0.350 0.08 0.400
medium H1114v2 5.1 0.350 0.08 0.400
medium H1114v2 5.1 0.350 0.08 0.400
medium H1114v2 5.1 0.350 0.08 0.400
medium H1114v2 5.1 0.350 0.08 0.400
medium H1114v2 5.1 0.350 0.08 0.400
medium H1114v2 5.1 0.350 0.08 0.400
medium H1114v2 0.0 0.336 0.01 0.371
medium H1114v2 0.0 0.635 0.05 0.416
medium H1114v2 0.0 0.711 0.01 0.386
medium H1114v2 0.0 0.324 0.00 0.364
medium H1114v2 0.0 0.047 0.00 0.100
medium H1114v2 0.0 0.046 0.00 0.116
medium H1114v2 0.0 0.711 0.01 0.386
medium H1114v2 0.0 0.711 0.01 0.386
medium H1114v2 0.0 0.323 0.00 0.362
medium H1114v2 0.0 0.324 0.00 0.364
medium H1114v2 0.0 0.324 0.00 0.383
medium H1114v2 0.0 0.321 0.00 0.381
medium H1114v2 0.0 0.321 0.00 0.381
medium H1114v2 0.0 0.046 0.00 0.102
medium H1114v2 0.0 0.324 0.00 0.383
medium H1129 75.2 0.822 0.83 0.967
medium H1129 75.8 0.850 0.81 0.966
medium H1129 73.4 0.833 0.81 0.971
medium H1129 73.1 0.831 0.79 0.971
medium H1129 67.1 0.828 0.77 0.970
medium H1129 70.5 0.833 0.78 0.971
medium H1129 68.6 0.830 0.75 0.970
medium H1129 66.4 0.827 0.80 0.965
medium H1129 57.3 0.818 0.70 0.964
medium H1129 56.0 0.820 0.70 0.952
medium H1129 54.2 0.817 0.66 0.959
medium H1129 60.9 0.815 0.70 0.942
medium H1129 29.5 0.721 0.55 0.844
medium H1129 21.0 0.769 0.44 0.857
medium H1129 23.3 0.749 0.53 0.819
medium H1129 23.4 0.733 0.52 0.840
medium H1129 19.6 0.753 0.47 0.876
medium H1129 19.6 0.753 0.47 0.876
medium H1129 18.0 0.726 0.52 0.838
medium H1129 16.3 0.743 0.53 0.854
medium H1129 16.3 0.743 0.53 0.854
medium H1129 16.3 0.743 0.53 0.854
medium H1129 16.1 0.711 0.41 0.793
medium H1129 12.2 0.692 0.48 0.780
medium H1129 19.6 0.710 0.50 0.797
medium H1129 16.6 0.780 0.39 0.867
medium H1129 21.0 0.711 0.38 0.739
medium H1129 21.0 0.711 0.38 0.739
medium H1129 12.8 0.709 0.47 0.711
medium H1129 17.4 0.774 0.45 0.840
medium H1129 11.0 0.695 0.42 0.828
medium H1129 13.5 0.770 0.37 0.837
medium H1129 14.3 0.689 0.47 0.797
medium H1129 12.6 0.669 0.46 0.746
medium H1129 12.9 0.669 0.49 0.710
medium H1129 14.0 0.760 0.36 0.824
medium H1129 14.0 0.760 0.36 0.824
medium H1129 14.0 0.760 0.36 0.824
medium H1129 12.2 0.774 0.32 0.813
medium H1129 12.6 0.686 0.46 0.774
medium H1129 14.4 0.693 0.49 0.782
medium H1129 11.8 0.727 0.38 0.835
medium H1129 7.1 0.646 0.43 0.711
medium H1129 7.1 0.646 0.43 0.711
medium H1129 7.1 0.646 0.43 0.711
medium H1129 9.2 0.700 0.30 0.790
medium H1129 9.6 0.677 0.38 0.778
medium H1129 11.5 0.705 0.40 0.759
medium H1129 11.6 0.772 0.31 0.810
medium H1129 13.7 0.721 0.42 0.680
medium H1129 9.8 0.700 0.42 0.756
medium H1129 9.8 0.700 0.42 0.756
medium H1129 8.4 0.663 0.49 0.817
medium H1129 10.6 0.799 0.26 0.633
medium H1129 6.9 0.683 0.39 0.765
medium H1129 6.9 0.683 0.39 0.765
medium H1129 5.2 0.661 0.45 0.771
medium H1129 5.2 0.661 0.45 0.771
medium H1129 11.5 0.686 0.39 0.781
medium H1129 11.2 0.682 0.40 0.780
medium H1129 11.1 0.690 0.33 0.799
medium H1129 6.7 0.796 0.24 0.776
medium H1129 7.4 0.682 0.31 0.709
medium H1129 8.4 0.733 0.23 0.759
medium H1129 8.4 0.733 0.23 0.759
medium H1129 8.4 0.733 0.23 0.759
medium H1129 8.1 0.674 0.32 0.690
medium H1129 9.6 0.677 0.33 0.745
medium H1129 9.6 0.677 0.33 0.745
medium H1129 9.6 0.677 0.33 0.745
medium H1129 5.5 0.549 0.43 0.700
medium H1129 14.0 0.709 0.47 0.703
medium H1129 7.1 0.676 0.47 0.808
medium H1129 9.3 0.684 0.31 0.729
medium H1129 9.3 0.684 0.31 0.729
medium H1129 9.3 0.684 0.31 0.729
medium H1129 6.4 0.671 0.26 0.672
medium H1129 7.1 0.709 0.32 0.845
medium H1129 9.3 0.696 0.33 0.732
medium H1129 7.9 0.732 0.39 0.815
medium H1129 7.9 0.732 0.39 0.815
medium H1129 6.2 0.658 0.41 0.764
medium H1129 5.4 0.669 0.28 0.767
medium H1129 5.4 0.669 0.28 0.767
medium H1129 6.2 0.658 0.41 0.764
medium H1129 2.0 0.721 0.36 0.724
medium H1129 5.6 0.709 0.21 0.807
medium H1129 5.3 0.707 0.40 0.812
medium H1129 5.3 0.707 0.40 0.812
medium H1129 7.9 0.720 0.45 0.700
medium H1129 1.7 0.710 0.35 0.671
medium H1129 3.4 0.679 0.20 0.772
medium H1129 3.4 0.679 0.20 0.772
medium H1129 5.4 0.701 0.24 0.760
medium H1129 4.5 0.553 0.35 0.637
medium H1129 4.0 0.560 0.34 0.636
medium H1129 5.9 0.682 0.44 0.781
medium H1129 5.3 0.593 0.31 0.657
medium H1129 7.6 0.717 0.39 0.791
medium H1129 9.1 0.677 0.32 0.716
medium H1129 5.6 0.672 0.38 0.760
medium H1129 3.2 0.614 0.45 0.747
medium H1129 7.9 0.669 0.47 0.716
medium H1129 7.2 0.668 0.48 0.715
medium H1129 6.4 0.654 0.46 0.677
medium H1129 6.7 0.679 0.43 0.821
medium H1129 4.5 0.562 0.30 0.670
medium H1129 6.7 0.679 0.43 0.821
medium H1129 5.8 0.776 0.21 0.724
medium H1129 5.8 0.776 0.21 0.724
medium H1129 2.1 0.554 0.42 0.694
medium H1129 5.9 0.724 0.19 0.777
medium H1129 5.8 0.776 0.21 0.724
medium H1129 5.9 0.724 0.19 0.777
medium H1129 5.9 0.724 0.19 0.777
medium H1129 5.9 0.724 0.19 0.777
medium H1129 5.8 0.776 0.21 0.724
medium H1129 3.0 0.797 0.20 0.586
medium H1129 4.8 0.724 0.52 0.651
medium H1129 4.8 0.724 0.52 0.651
medium H1129 0.0 0.764 0.23 0.669
medium H1129 7.8 0.678 0.45 0.704
medium H1129 7.8 0.678 0.45 0.704
medium H1129 7.8 0.678 0.45 0.704
medium H1129 1.3 0.760 0.40 0.765
medium H1129 5.5 0.721 0.24 0.794
medium H1129 4.4 0.700 0.27 0.829
medium H1129 5.4 0.715 0.20 0.789
medium H1129 5.4 0.715 0.20 0.789
medium H1129 5.4 0.629 0.54 0.628
medium H1129 6.7 0.714 0.24 0.740
medium H1129 6.7 0.714 0.24 0.740
medium H1129 6.7 0.714 0.24 0.740
medium H1129 2.2 0.697 0.22 0.781
medium H1129 3.9 0.834 0.18 0.628
medium H1129 2.5 0.640 0.33 0.622
medium H1129 3.4 0.656 0.41 0.749
medium H1129 2.7 0.551 0.41 0.658
medium H1129 3.7 0.689 0.38 0.650
medium H1129 2.8 0.714 0.39 0.648
medium H1129 2.0 0.691 0.27 0.669
medium H1129 2.8 0.714 0.39 0.648
medium H1129 4.3 0.665 0.40 0.623
medium H1129 2.1 0.695 0.36 0.644
medium H1129 2.3 0.545 0.28 0.628
medium H1129 3.4 0.584 0.26 0.603
medium H1129 2.2 0.728 0.33 0.645
medium H1129 1.1 0.730 0.34 0.645
medium H1129 5.2 0.691 0.28 0.780
medium H1129 2.1 0.697 0.36 0.644
medium H1129 3.4 0.696 0.45 0.646
medium H1129 4.3 0.678 0.30 0.655
medium H1129 6.8 0.714 0.25 0.820
medium H1129 3.9 0.555 0.20 0.673
medium H1129 2.2 0.716 0.26 0.641
medium H1129 4.1 0.694 0.31 0.655
medium H1129 4.1 0.694 0.31 0.655
medium H1129 2.1 0.713 0.28 0.714
medium H1129 2.1 0.713 0.28 0.714
medium H1129 1.1 0.714 0.24 0.641
medium H1129 4.1 0.694 0.31 0.655
medium H1129 2.1 0.713 0.28 0.714
medium H1129 5.0 0.694 0.35 0.822
medium H1129 2.1 0.707 0.33 0.655
medium H1129 2.1 0.696 0.35 0.668
medium H1129 2.3 0.694 0.16 0.729
medium H1129 5.7 0.708 0.22 0.669
medium H1129 2.5 0.686 0.43 0.659
medium H1129 2.0 0.697 0.36 0.667
medium H1129 2.2 0.722 0.52 0.651
medium H1129 5.7 0.708 0.22 0.669
medium H1129 5.7 0.708 0.22 0.669
medium H1129 4.4 0.693 0.25 0.740
medium H1129 2.8 0.667 0.35 0.615
medium H1129 4.4 0.693 0.47 0.665
medium H1129 4.4 0.693 0.25 0.740
medium H1129 2.5 0.759 0.55 0.646
medium H1129 2.5 0.759 0.55 0.646
medium H1129 1.1 0.696 0.25 0.639
medium H1129 3.9 0.715 0.41 0.646
medium H1129 2.5 0.759 0.55 0.646
medium H1129 1.7 0.702 0.43 0.651
medium H1129 2.1 0.706 0.29 0.641
medium H1129 2.1 0.706 0.29 0.641
medium H1129 2.1 0.706 0.29 0.641
medium H1129 0.0 0.719 0.25 0.635
medium H1129 0.0 0.718 0.26 0.634
medium H1129 3.3 0.698 0.24 0.729
medium H1129 3.6 0.697 0.39 0.785
medium H1129 3.2 0.710 0.24 0.730
medium H1129 3.2 0.710 0.24 0.730
medium H1129 0.8 0.726 0.47 0.648
medium H1129 3.2 0.710 0.24 0.730
medium H1129 3.2 0.710 0.24 0.730
medium H1129 3.2 0.710 0.24 0.730
medium H1129 1.3 0.639 0.05 0.661
medium H1129 0.9 0.748 0.44 0.646
medium H1129 0.9 0.748 0.44 0.646
