target_name group_no QS F1 Jaccard
T1125-D23 098s 0.001 6.1 0.25
T1125-D23 208 0.001 6.1 0.25
T1125-D23 383s 0.001 2.7 0.10
T1125-D23 169 0.001 6.1 0.25
T1125-D23 188s 0.001 6.1 0.25
T1125-D23 481s 0.001 6.1 0.25
T1125-D23 342 0.001 5.8 0.22
T1125-D23 119 0.001 3.8 0.12
T1125-D23 354 0.001 5.6 0.26
T1125-D23 320 0.001 5.6 0.26
T1125-D23 216 0.001 5.6 0.26
T1125-D23 269 0.001 5.6 0.26
T1125-D23 455 0.001 5.6 0.26
T1125-D23 117 0.001 5.6 0.26
T1125-D23 270s 0.001 5.6 0.26
T1125-D23 276 0.001 5.6 0.26
T1125-D23 234 0.001 5.5 0.25
T1125-D23 275 0.001 5.6 0.25
T1125-D23 147 0.001 5.6 0.26
T1125-D23 234 0.001 5.6 0.26
T1125-D23 234 0.001 5.5 0.28
T1125-D23 234 0.001 5.6 0.25
T1125-D23 234 0.001 5.4 0.25
T1125-D23 494 0.001 3.3 0.18
T1125-D23 383s 0.001 2.0 0.17
T1125-D23 185 0.001 4.2 0.15
T1125-D23 212s 0.001 2.5 0.09
T1125-D23 185 0.001 2.7 0.13
T1125-D23 140 0.001 3.2 0.08
T1125-D23 185 0.001 2.2 0.16
T1125-D23 275 0.001 3.9 0.06
T1125-D23 011s 0.001 2.3 0.08
T1125-D23 133s 0.001 0.8 0.15
T1125-D23 073s 0.001 4.7 0.05
T1125-D23 360 0.001 3.7 0.11
T1125-D23 298s 0.001 3.7 0.11
T1125-D23 091 0.001 3.0 0.21
T1125-D23 073s 0.001 4.3 0.05
T1125-D23 443s 0.000 0.0 0.05
T1125-D23 269 0.000 0.0 0.05
T1125-D23 216 0.000 0.0 0.05
T1125-D23 455 0.000 0.0 0.05
T1125-D23 037 0.000 4.3 0.04
T1125-D23 447 0.000 2.8 0.13
T1125-D23 353s 0.000 2.4 0.08
T1125-D23 212s 0.000 2.5 0.05
T1125-D23 227 0.000 2.1 0.20
T1125-D23 434 0.000 2.1 0.20
T1125-D23 245s 0.000 4.0 0.14
T1125-D23 257 0.000 1.7 0.09
T1125-D23 212s 0.000 2.6 0.05
T1125-D23 315s 0.000 6.8 0.09
T1125-D23 443s 0.000 2.3 0.05
T1125-D23 443s 0.000 4.3 0.08
T1125-D23 052 0.000 6.8 0.09
T1125-D34 494 0.171 6.7 0.38
T1125-D34 162s 0.167 8.4 0.24
T1125-D34 008 0.155 10.6 0.32
T1125-D34 091 0.129 9.6 0.21
T1125-D34 140 0.117 8.1 0.22
T1125-D34 162s 0.087 6.5 0.14
T1125-D34 074 0.087 6.1 0.17
T1125-D34 450s 0.086 3.3 0.21
T1125-D34 439 0.084 5.1 0.22
T1125-D34 434 0.083 6.5 0.18
T1125-D34 227 0.083 6.5 0.18
T1125-D34 162s 0.076 4.3 0.20
T1125-D34 342 0.073 11.8 0.18
T1125-D34 403s 0.070 4.3 0.16
T1125-D34 011s 0.066 5.2 0.19
T1125-D34 288s 0.063 4.3 0.15
T1125-D34 073s 0.062 4.3 0.14
T1125-D34 367 0.062 4.2 0.16
T1125-D34 120s 0.062 4.2 0.16
T1125-D34 494 0.061 3.0 0.19
T1125-D34 091 0.059 5.1 0.13
T1125-D34 229s 0.059 4.6 0.18
T1125-D34 227 0.057 4.9 0.16
T1125-D34 434 0.057 4.9 0.16
T1125-D34 257 0.056 4.4 0.19
T1125-D34 166s 0.056 9.2 0.11
T1125-D34 447 0.056 3.3 0.13
T1125-D34 212s 0.055 8.2 0.20
T1125-D34 447 0.055 6.6 0.13
T1125-D34 140 0.055 4.0 0.28
T1125-D34 212s 0.055 6.6 0.22
T1125-D34 439 0.055 2.7 0.21
T1125-D34 494 0.054 2.5 0.12
T1125-D34 097 0.054 1.7 0.14
T1125-D34 225 0.053 1.6 0.20
T1125-D34 447 0.053 6.2 0.13
T1125-D34 439 0.053 7.6 0.16
T1125-D34 067 0.053 4.9 0.16
T1125-D34 008 0.053 4.6 0.15
T1125-D34 166s 0.052 8.4 0.10
T1125-D34 447 0.052 6.4 0.13
T1125-D34 229s 0.051 4.5 0.16
T1125-D34 275 0.050 4.4 0.17
T1125-D34 447 0.050 5.0 0.14
T1125-D34 008 0.049 2.6 0.12
T1125-D34 215s 0.048 3.9 0.14
T1125-D34 439 0.048 4.3 0.14
T1125-D34 370s 0.048 3.1 0.22
T1125-D34 383s 0.048 4.2 0.17
T1125-D34 403s 0.048 4.2 0.17
T1125-D34 383s 0.048 4.2 0.17
T1125-D34 383s 0.048 4.2 0.17
T1125-D34 188s 0.048 4.5 0.16
T1125-D34 169 0.048 4.5 0.16
T1125-D34 089s 0.048 4.5 0.16
T1125-D34 158s 0.047 4.3 0.15
T1125-D34 120s 0.047 4.3 0.15
T1125-D34 439 0.047 5.9 0.14
T1125-D34 054 0.047 2.1 0.11
T1125-D34 125s 0.047 2.1 0.11
T1125-D34 399 0.047 2.1 0.11
T1125-D34 225 0.046 3.8 0.14
T1125-D34 086s 0.046 4.9 0.16
T1125-D34 229s 0.045 3.2 0.16
T1125-D34 298s 0.044 2.6 0.11
T1125-D34 360 0.044 2.6 0.11
T1125-D34 443s 0.043 5.1 0.20
T1125-D34 162s 0.042 3.6 0.21
T1125-D34 158s 0.042 4.6 0.15
T1125-D34 003 0.041 3.5 0.12
T1125-D34 037 0.041 4.0 0.15
T1125-D34 227 0.041 5.7 0.16
T1125-D34 434 0.041 5.7 0.16
T1125-D34 008 0.040 4.3 0.15
T1125-D34 367 0.040 4.1 0.15
T1125-D34 086s 0.040 4.1 0.15
T1125-D34 475s 0.040 4.1 0.15
T1125-D34 455 0.040 5.9 0.16
T1125-D34 320 0.040 5.9 0.16
T1125-D34 216 0.040 5.9 0.16
T1125-D34 269 0.040 5.9 0.16
T1125-D34 117 0.040 5.9 0.16
T1125-D34 270s 0.040 5.9 0.16
T1125-D34 276 0.040 5.9 0.16
T1125-D34 229s 0.039 2.4 0.18
T1125-D34 342 0.038 3.9 0.14
T1125-D34 140 0.038 12.1 0.17
T1125-D34 229s 0.037 2.5 0.14
T1125-D34 282s 0.037 6.3 0.13
T1125-D34 481s 0.037 6.3 0.13
T1125-D34 169 0.037 3.7 0.12
T1125-D34 089s 0.037 3.7 0.12
T1125-D34 245s 0.037 6.2 0.17
T1125-D34 245s 0.037 6.2 0.17
T1125-D34 131s 0.036 3.6 0.15
T1125-D34 370s 0.036 3.1 0.17
T1125-D34 298s 0.036 4.2 0.14
T1125-D34 360 0.036 4.2 0.14
T1125-D34 443s 0.036 2.5 0.20
T1125-D34 455 0.036 2.5 0.20
T1125-D34 269 0.036 2.5 0.20
T1125-D34 216 0.036 2.5 0.20
T1125-D34 353s 0.036 3.3 0.14
T1125-D34 443s 0.035 4.7 0.17
T1125-D34 342 0.035 5.5 0.17
T1125-D34 245s 0.035 4.4 0.14
T1125-D34 342 0.034 3.6 0.13
T1125-D34 185 0.034 3.9 0.14
T1125-D34 278 0.034 4.3 0.14
T1125-D34 370s 0.034 3.6 0.15
T1125-D34 370s 0.033 3.6 0.15
T1125-D34 278 0.033 4.1 0.13
T1125-D34 208 0.033 3.7 0.14
T1125-D34 315s 0.033 2.2 0.16
T1125-D34 052 0.033 2.2 0.16
T1125-D34 245s 0.033 5.6 0.11
T1125-D34 035s 0.033 3.4 0.15
T1125-D34 248 0.033 3.4 0.15
T1125-D34 370s 0.032 3.8 0.15
T1125-D34 035s 0.032 3.5 0.15
T1125-D34 248 0.032 3.5 0.15
T1125-D34 035s 0.031 3.3 0.13
T1125-D34 248 0.031 3.3 0.13
T1125-D34 434 0.031 4.7 0.17
T1125-D34 227 0.031 4.7 0.17
T1125-D34 067 0.031 4.8 0.13
T1125-D34 275 0.031 4.0 0.17
T1125-D34 248 0.031 3.3 0.16
T1125-D34 035s 0.031 3.3 0.16
T1125-D34 035s 0.030 3.4 0.17
T1125-D34 248 0.030 3.4 0.17
T1125-D34 360 0.030 4.9 0.12
T1125-D34 298s 0.030 4.9 0.12
T1125-D34 450s 0.030 4.9 0.18
T1125-D34 333s 0.030 3.1 0.12
T1125-D34 368s 0.030 3.1 0.12
T1125-D34 185 0.029 3.7 0.17
T1125-D34 166s 0.029 3.3 0.16
T1125-D34 119 0.029 5.2 0.12
T1125-D34 475s 0.029 3.8 0.13
T1125-D34 097 0.028 2.6 0.10
T1125-D34 185 0.028 3.6 0.11
T1125-D34 097 0.028 4.3 0.12
T1125-D34 119 0.028 4.9 0.14
T1125-D34 131s 0.028 4.9 0.14
T1125-D34 147 0.027 1.7 0.10
T1125-D34 443s 0.027 5.7 0.18
T1125-D34 098s 0.027 6.0 0.12
T1125-D34 245s 0.026 4.9 0.11
T1125-D34 003 0.026 4.1 0.14
T1125-D34 158s 0.026 4.1 0.14
T1125-D34 147 0.026 6.1 0.14
T1125-D34 270s 0.025 6.0 0.14
T1125-D34 216 0.025 6.0 0.14
T1125-D34 320 0.025 6.0 0.14
T1125-D34 276 0.025 6.0 0.14
T1125-D34 269 0.025 6.0 0.14
T1125-D34 455 0.025 6.0 0.14
T1125-D34 117 0.025 6.0 0.14
T1125-D34 315s 0.025 2.4 0.13
T1125-D34 119 0.024 5.6 0.15
T1125-D34 188s 0.024 3.4 0.12
T1125-D34 089s 0.024 3.4 0.12
T1125-D34 481s 0.024 3.4 0.12
T1125-D34 131s 0.023 5.6 0.14
T1125-D34 353s 0.023 3.3 0.15
T1125-D34 011s 0.023 4.8 0.15
T1125-D34 011s 0.023 4.6 0.17
T1125-D34 298s 0.022 6.2 0.19
T1125-D34 367 0.022 4.2 0.14
T1125-D34 441 0.022 6.2 0.15
T1125-D34 433 0.022 6.2 0.15
T1125-D34 446s 0.022 6.2 0.10
T1125-D34 461 0.022 6.2 0.10
T1125-D34 166s 0.022 4.0 0.14
T1125-D34 433 0.022 5.7 0.12
T1125-D34 441 0.022 5.7 0.12
T1125-D34 158s 0.022 4.5 0.13
T1125-D34 120s 0.022 4.5 0.13
T1125-D34 003 0.022 4.5 0.13
T1125-D34 441 0.022 6.6 0.11
T1125-D34 433 0.022 6.6 0.11
T1125-D34 011s 0.022 4.9 0.14
T1125-D34 383s 0.021 4.0 0.12
T1125-D34 450s 0.021 2.4 0.14
T1125-D34 091 0.020 1.2 0.19
T1125-D34 185 0.020 3.8 0.12
T1125-D34 441 0.020 6.0 0.12
T1125-D34 433 0.020 6.0 0.12
T1125-D34 187 0.020 6.8 0.12
T1125-D34 423 0.020 6.8 0.12
T1125-D34 282s 0.020 5.1 0.10
T1125-D34 169 0.020 5.1 0.10
T1125-D34 353s 0.020 5.3 0.14
T1125-D34 461 0.020 3.6 0.16
T1125-D34 446s 0.020 3.6 0.16
T1125-D34 086s 0.019 4.9 0.12
T1125-D34 475s 0.019 4.9 0.12
T1125-D34 185 0.019 3.4 0.15
T1125-D34 225 0.019 3.9 0.14
T1125-D34 257 0.019 4.4 0.16
T1125-D34 086s 0.019 4.9 0.12
T1125-D34 475s 0.019 4.9 0.12
T1125-D34 367 0.019 6.6 0.12
T1125-D34 120s 0.018 4.9 0.10
T1125-D34 462s 0.018 3.2 0.10
T1125-D34 180 0.018 3.2 0.10
T1125-D34 091 0.018 3.8 0.09
T1125-D34 151s 0.018 6.8 0.12
T1125-D34 215s 0.018 6.3 0.12
T1125-D34 446s 0.017 6.2 0.10
T1125-D34 461 0.017 6.2 0.10
T1125-D34 133s 0.017 2.7 0.10
T1125-D34 073s 0.017 6.5 0.11
T1125-D34 288s 0.017 6.3 0.13
T1125-D34 097 0.016 1.3 0.20
T1125-D34 441 0.016 5.9 0.14
T1125-D34 433 0.016 5.9 0.14
T1125-D34 188s 0.016 1.8 0.06
T1125-D34 098s 0.016 1.8 0.06
T1125-D34 089s 0.016 1.8 0.06
T1125-D34 481s 0.016 1.8 0.06
T1125-D34 360 0.016 5.2 0.13
T1125-D34 298s 0.016 5.2 0.13
T1125-D34 288s 0.016 6.6 0.14
T1125-D34 450s 0.016 3.8 0.12
T1125-D34 478 0.016 6.6 0.11
T1125-D34 018s 0.016 5.8 0.14
T1125-D34 264s 0.016 5.8 0.14
T1125-D34 261s 0.016 5.8 0.14
T1125-D34 225 0.016 2.9 0.13
T1125-D34 466s 0.016 4.7 0.21
T1125-D34 131s 0.016 6.8 0.12
T1125-D34 073s 0.016 6.6 0.14
T1125-D34 342 0.016 4.3 0.14
T1125-D34 353s 0.016 2.1 0.12
T1125-D34 494 0.016 5.9 0.11
T1125-D34 215s 0.015 3.1 0.12
T1125-D34 169 0.015 4.4 0.11
T1125-D34 188s 0.015 4.4 0.11
T1125-D34 481s 0.015 4.4 0.11
T1125-D34 151s 0.015 5.9 0.14
T1125-D34 208 0.015 4.3 0.13
T1125-D34 275 0.015 6.8 0.12
T1125-D34 147 0.015 6.7 0.11
T1125-D34 264s 0.015 6.2 0.12
T1125-D34 018s 0.015 6.2 0.12
T1125-D34 261s 0.015 6.2 0.12
T1125-D34 147 0.015 6.8 0.12
T1125-D34 162s 0.015 3.0 0.12
T1125-D34 098s 0.015 4.2 0.10
T1125-D34 481s 0.015 4.2 0.10
T1125-D34 125s 0.015 5.2 0.10
T1125-D34 054 0.015 5.2 0.10
T1125-D34 399 0.015 5.2 0.10
T1125-D34 187 0.015 6.6 0.13
T1125-D34 423 0.015 6.6 0.13
T1125-D34 216 0.015 6.7 0.11
T1125-D34 455 0.015 6.7 0.11
T1125-D34 276 0.015 6.7 0.11
T1125-D34 354 0.015 6.7 0.11
T1125-D34 320 0.015 6.7 0.11
T1125-D34 270s 0.015 6.7 0.11
T1125-D34 269 0.015 6.7 0.11
T1125-D34 117 0.015 6.7 0.11
T1125-D34 151s 0.015 5.7 0.13
T1125-D34 288s 0.015 6.5 0.11
T1125-D34 133s 0.015 6.6 0.13
T1125-D34 320 0.015 6.8 0.12
T1125-D34 117 0.015 6.8 0.12
T1125-D34 270s 0.015 6.8 0.12
T1125-D34 276 0.015 6.8 0.12
T1125-D34 455 0.015 6.8 0.12
T1125-D34 466s 0.015 6.8 0.12
T1125-D34 494 0.014 6.5 0.13
T1125-D34 092 0.014 6.7 0.11
T1125-D34 204 0.014 6.7 0.11
T1125-D34 003 0.014 6.0 0.15
T1125-D34 234 0.014 6.9 0.12
T1125-D34 234 0.014 7.0 0.12
T1125-D34 074 0.014 6.8 0.11
T1125-D34 234 0.014 7.0 0.12
T1125-D34 403s 0.014 3.0 0.18
T1125-D34 234 0.014 7.0 0.12
T1125-D34 278 0.014 5.2 0.14
T1125-D34 188s 0.014 6.7 0.11
T1125-D34 180 0.014 7.0 0.11
T1125-D34 462s 0.014 7.0 0.11
T1125-D34 275 0.014 6.3 0.10
T1125-D34 074 0.014 6.0 0.12
T1125-D34 227 0.014 4.6 0.13
T1125-D34 434 0.014 4.6 0.13
T1125-D34 461 0.014 6.8 0.12
T1125-D34 446s 0.014 6.8 0.12
T1125-D34 234 0.014 6.8 0.11
T1125-D34 187 0.014 6.0 0.10
T1125-D34 423 0.014 6.0 0.10
T1125-D34 278 0.014 9.4 0.16
T1125-D34 446s 0.014 4.2 0.12
T1125-D34 119 0.014 4.2 0.12
T1125-D34 461 0.014 4.2 0.12
T1125-D34 097 0.014 1.3 0.11
T1125-D34 403s 0.014 3.5 0.10
T1125-D34 225 0.013 5.6 0.13
T1125-D34 462s 0.013 5.3 0.10
T1125-D34 180 0.013 5.3 0.10
T1125-D34 133s 0.013 6.6 0.11
T1125-D34 462s 0.013 6.7 0.14
T1125-D34 180 0.013 6.7 0.14
T1125-D34 187 0.013 6.6 0.11
T1125-D34 423 0.013 6.6 0.11
T1125-D34 180 0.013 5.3 0.10
T1125-D34 462s 0.013 5.3 0.10
T1125-D34 282s 0.013 6.3 0.10
T1125-D34 204 0.013 6.1 0.12
T1125-D34 092 0.013 6.1 0.12
T1125-D34 133s 0.013 4.9 0.11
T1125-D34 367 0.013 5.8 0.12
T1125-D34 074 0.013 6.1 0.12
T1125-D34 140 0.013 6.0 0.17
T1125-D34 011s 0.013 2.5 0.10
T1125-D34 165 0.013 4.8 0.16
T1125-D34 074 0.013 6.2 0.13
T1125-D34 215s 0.013 6.3 0.10
T1125-D34 278 0.013 5.5 0.17
T1125-D34 466s 0.013 6.5 0.13
T1125-D34 466s 0.012 2.8 0.16
T1125-D34 147 0.012 5.1 0.15
T1125-D34 368s 0.012 3.1 0.13
T1125-D34 333s 0.012 3.1 0.13
T1125-D34 215s 0.012 4.2 0.13
T1125-D34 320 0.012 5.0 0.15
T1125-D34 269 0.012 5.0 0.15
T1125-D34 117 0.012 5.0 0.15
T1125-D34 398 0.012 5.0 0.15
T1125-D34 119 0.012 5.0 0.15
T1125-D34 276 0.012 5.0 0.15
T1125-D34 270s 0.012 5.0 0.15
T1125-D34 216 0.012 5.0 0.15
T1125-D34 360 0.012 5.0 0.15
T1125-D34 261s 0.012 4.0 0.12
T1125-D34 264s 0.012 4.0 0.12
T1125-D34 018s 0.012 4.0 0.12
T1125-D34 219s 0.012 3.5 0.11
T1125-D34 187 0.012 3.8 0.13
T1125-D34 423 0.012 3.8 0.13
T1125-D34 288s 0.012 4.7 0.11
T1125-D34 219s 0.012 3.6 0.12
T1125-D34 204 0.012 7.0 0.12
T1125-D34 092 0.012 7.0 0.12
T1125-D34 466s 0.012 2.6 0.10
T1125-D34 219s 0.012 3.6 0.12
T1125-D34 219s 0.012 3.5 0.12
T1125-D34 219s 0.012 3.5 0.12
T1125-D34 399 0.012 2.1 0.10
T1125-D34 125s 0.012 2.1 0.10
T1125-D34 054 0.012 2.1 0.10
T1125-D34 073s 0.011 4.7 0.12
T1125-D34 151s 0.011 4.4 0.10
T1125-D34 204 0.011 3.6 0.10
T1125-D34 092 0.011 3.6 0.10
T1125-D34 086s 0.011 3.6 0.11
T1125-D34 003 0.011 3.6 0.11
T1125-D34 475s 0.011 3.6 0.11
T1125-D34 120s 0.011 3.6 0.11
T1125-D34 158s 0.011 3.6 0.11
T1125-D34 208 0.011 4.0 0.14
T1125-D34 166s 0.011 2.3 0.10
T1125-D34 054 0.011 4.3 0.12
T1125-D34 125s 0.011 4.3 0.12
T1125-D34 399 0.011 4.3 0.12
T1125-D34 151s 0.011 4.4 0.10
T1125-D34 282s 0.011 5.5 0.12
T1125-D34 133s 0.010 2.8 0.08
T1125-D34 140 0.010 5.0 0.12
T1125-D34 353s 0.010 2.2 0.10
T1125-D34 037 0.010 4.4 0.11
T1125-D34 089s 0.010 5.0 0.12
T1125-D34 282s 0.010 5.0 0.12
T1125-D34 098s 0.010 3.8 0.11
T1125-D34 257 0.010 4.8 0.13
T1125-D34 257 0.010 4.9 0.12
T1125-D34 275 0.010 4.3 0.14
T1125-D34 399 0.009 2.0 0.14
T1125-D34 054 0.009 2.0 0.14
T1125-D34 125s 0.009 2.0 0.14
T1125-D34 208 0.009 4.2 0.12
T1125-D34 091 0.009 1.8 0.10
T1125-D34 208 0.009 2.9 0.18
T1125-D34 037 0.009 4.3 0.12
T1125-D34 037 0.009 4.1 0.12
T1125-D34 037 0.009 4.2 0.11
T1125-D34 257 0.009 4.4 0.11
T1125-D34 008 0.009 3.8 0.11
T1125-D34 403s 0.008 1.2 0.16
T1125-D34 212s 0.008 1.9 0.05
T1125-D34 169 0.008 2.2 0.13
T1125-D34 098s 0.008 2.2 0.13
T1125-D34 383s 0.008 4.0 0.13
T1125-D34 212s 0.008 1.9 0.05
T1125-D34 212s 0.008 3.7 0.12
T1125-D34 261s 0.008 2.1 0.15
T1125-D34 018s 0.008 2.1 0.15
T1125-D34 264s 0.008 2.1 0.15
T1125-D34 450s 0.007 1.0 0.12
T1125-D34 333s 0.007 2.7 0.12
T1125-D34 368s 0.007 2.7 0.12
T1125-D34 018s 0.006 2.0 0.16
T1125-D34 264s 0.006 2.0 0.16
T1125-D34 261s 0.006 2.0 0.16
T1125-D34 131s 0.006 2.3 0.12
T1125-D45 278 0.750 69.4 0.68
T1125-D45 008 0.649 56.4 0.69
T1125-D45 278 0.529 53.6 0.55
T1125-D45 278 0.516 55.5 0.54
T1125-D45 162s 0.395 27.4 0.53
T1125-D45 229s 0.346 31.8 0.46
T1125-D45 229s 0.343 32.2 0.46
T1125-D45 439 0.293 27.7 0.54
T1125-D45 439 0.273 25.8 0.43
T1125-D45 439 0.262 25.8 0.41
T1125-D45 278 0.249 37.1 0.43
T1125-D45 278 0.247 33.8 0.40
T1125-D45 439 0.222 21.4 0.37
T1125-D45 229s 0.167 21.7 0.37
T1125-D45 008 0.140 16.9 0.35
T1125-D45 204 0.129 10.0 0.38
T1125-D45 092 0.129 10.0 0.38
T1125-D45 162s 0.108 10.0 0.45
T1125-D45 229s 0.098 8.4 0.24
T1125-D45 162s 0.094 12.1 0.35
T1125-D45 383s 0.085 11.9 0.20
T1125-D45 008 0.083 4.1 0.23
T1125-D45 229s 0.081 7.8 0.25
T1125-D45 097 0.079 6.5 0.44
T1125-D45 098s 0.074 7.9 0.32
T1125-D45 169 0.074 7.9 0.32
T1125-D45 011s 0.069 5.7 0.30
T1125-D45 037 0.053 7.1 0.22
T1125-D45 147 0.052 7.4 0.24
T1125-D45 403s 0.050 4.0 0.29
T1125-D45 086s 0.047 10.4 0.20
T1125-D45 037 0.047 3.9 0.31
T1125-D45 342 0.045 6.8 0.19
T1125-D45 097 0.043 4.1 0.28
T1125-D45 439 0.040 5.8 0.30
T1125-D45 140 0.040 4.8 0.30
T1125-D45 131s 0.038 6.1 0.29
T1125-D45 315s 0.037 5.7 0.18
T1125-D45 208 0.036 4.6 0.25
T1125-D45 227 0.036 5.8 0.32
T1125-D45 434 0.036 5.8 0.32
T1125-D45 140 0.036 6.2 0.20
T1125-D45 481s 0.036 3.0 0.28
T1125-D45 098s 0.036 3.0 0.28
T1125-D45 158s 0.035 5.8 0.30
T1125-D45 120s 0.035 5.8 0.30
T1125-D45 166s 0.035 5.3 0.24
T1125-D45 225 0.035 5.5 0.17
T1125-D45 248 0.034 6.2 0.32
T1125-D45 035s 0.034 6.2 0.32
T1125-D45 248 0.034 6.3 0.32
T1125-D45 035s 0.034 6.3 0.32
T1125-D45 248 0.034 6.2 0.31
T1125-D45 035s 0.034 6.2 0.31
T1125-D45 133s 0.033 5.8 0.38
T1125-D45 245s 0.033 6.1 0.29
T1125-D45 450s 0.033 5.1 0.15
T1125-D45 187 0.033 5.2 0.26
T1125-D45 423 0.033 5.2 0.26
T1125-D45 035s 0.033 6.2 0.32
T1125-D45 248 0.033 6.2 0.32
T1125-D45 225 0.032 6.1 0.22
T1125-D45 140 0.032 4.9 0.21
T1125-D45 035s 0.032 6.1 0.31
T1125-D45 248 0.032 6.1 0.31
T1125-D45 166s 0.032 5.3 0.25
T1125-D45 169 0.031 5.7 0.31
T1125-D45 481s 0.031 5.7 0.31
T1125-D45 188s 0.031 5.7 0.31
T1125-D45 282s 0.029 8.4 0.19
T1125-D45 169 0.029 8.4 0.19
T1125-D45 353s 0.029 5.0 0.15
T1125-D45 131s 0.028 4.9 0.20
T1125-D45 185 0.028 4.8 0.24
T1125-D45 140 0.027 4.7 0.18
T1125-D45 466s 0.025 6.3 0.19
T1125-D45 185 0.024 5.4 0.26
T1125-D45 054 0.023 9.0 0.13
T1125-D45 125s 0.023 9.0 0.13
T1125-D45 399 0.023 9.0 0.13
T1125-D45 185 0.022 5.6 0.30
T1125-D45 282s 0.022 7.0 0.16
T1125-D45 423 0.021 8.3 0.15
T1125-D45 187 0.021 8.3 0.15
T1125-D45 133s 0.021 8.5 0.17
T1125-D45 478 0.021 6.0 0.14
T1125-D45 227 0.021 6.9 0.14
T1125-D45 434 0.021 6.9 0.14
T1125-D45 180 0.021 7.5 0.12
T1125-D45 462s 0.021 7.5 0.12
T1125-D45 074 0.021 8.6 0.18
T1125-D45 120s 0.021 7.9 0.11
T1125-D45 367 0.021 7.9 0.11
T1125-D45 367 0.021 7.4 0.14
T1125-D45 091 0.020 3.7 0.23
T1125-D45 158s 0.020 6.2 0.18
T1125-D45 003 0.020 6.2 0.18
T1125-D45 433 0.020 8.5 0.15
T1125-D45 441 0.020 8.5 0.15
T1125-D45 433 0.020 8.6 0.15
T1125-D45 441 0.020 8.6 0.15
T1125-D45 074 0.020 8.7 0.16
T1125-D45 475s 0.020 7.1 0.17
T1125-D45 086s 0.020 7.1 0.17
T1125-D45 367 0.020 7.1 0.17
T1125-D45 441 0.020 8.7 0.16
T1125-D45 433 0.020 8.7 0.16
T1125-D45 215s 0.020 7.1 0.11
T1125-D45 215s 0.020 8.7 0.16
T1125-D45 092 0.020 7.9 0.14
T1125-D45 204 0.020 7.9 0.14
T1125-D45 204 0.019 7.9 0.14
T1125-D45 092 0.019 7.9 0.14
T1125-D45 131s 0.019 3.9 0.20
T1125-D45 215s 0.019 5.6 0.22
T1125-D45 037 0.019 8.0 0.16
T1125-D45 162s 0.019 5.8 0.16
T1125-D45 089s 0.019 7.6 0.17
T1125-D45 282s 0.019 7.6 0.17
T1125-D45 353s 0.019 7.5 0.24
T1125-D45 446s 0.019 6.5 0.18
T1125-D45 461 0.019 6.5 0.18
T1125-D45 089s 0.019 3.5 0.20
T1125-D45 188s 0.019 3.5 0.20
T1125-D45 481s 0.019 3.5 0.20
T1125-D45 098s 0.019 3.5 0.20
T1125-D45 383s 0.019 6.7 0.11
T1125-D45 383s 0.019 6.7 0.11
T1125-D45 403s 0.019 6.8 0.10
T1125-D45 475s 0.019 7.7 0.18
T1125-D45 383s 0.019 6.6 0.11
T1125-D45 003 0.019 7.9 0.13
T1125-D45 133s 0.019 7.7 0.16
T1125-D45 494 0.019 7.6 0.22
T1125-D45 342 0.018 5.5 0.14
T1125-D45 298s 0.018 7.4 0.15
T1125-D45 011s 0.018 7.4 0.19
T1125-D45 342 0.018 7.1 0.25
T1125-D45 125s 0.018 7.5 0.20
T1125-D45 399 0.018 7.5 0.20
T1125-D45 054 0.018 7.5 0.20
T1125-D45 282s 0.018 7.6 0.16
T1125-D45 481s 0.018 7.6 0.16
T1125-D45 180 0.018 7.6 0.15
T1125-D45 462s 0.018 7.6 0.15
T1125-D45 462s 0.018 7.6 0.15
T1125-D45 180 0.018 7.6 0.15
T1125-D45 074 0.018 7.6 0.15
T1125-D45 441 0.018 8.6 0.18
T1125-D45 433 0.018 8.6 0.18
T1125-D45 494 0.018 7.7 0.15
T1125-D45 208 0.017 7.4 0.17
T1125-D45 011s 0.017 7.3 0.19
T1125-D45 067 0.017 7.5 0.16
T1125-D45 466s 0.017 7.1 0.19
T1125-D45 008 0.017 7.3 0.12
T1125-D45 443s 0.017 8.5 0.12
T1125-D45 011s 0.017 7.3 0.17
T1125-D45 131s 0.017 7.1 0.15
T1125-D45 245s 0.017 7.1 0.20
T1125-D45 119 0.017 7.2 0.17
T1125-D45 367 0.017 7.2 0.15
T1125-D45 475s 0.017 7.3 0.15
T1125-D45 086s 0.017 7.3 0.15
T1125-D45 225 0.017 6.7 0.16
T1125-D45 119 0.017 6.7 0.19
T1125-D45 131s 0.017 6.7 0.19
T1125-D45 450s 0.017 6.9 0.14
T1125-D45 212s 0.017 2.3 0.14
T1125-D45 098s 0.017 6.9 0.17
T1125-D45 097 0.017 6.7 0.17
T1125-D45 433 0.017 7.5 0.16
T1125-D45 441 0.017 7.5 0.16
T1125-D45 215s 0.017 7.1 0.14
T1125-D45 037 0.017 7.1 0.19
T1125-D45 169 0.017 7.1 0.15
T1125-D45 188s 0.017 7.1 0.15
T1125-D45 089s 0.017 7.1 0.15
T1125-D45 403s 0.017 8.7 0.15
T1125-D45 086s 0.016 7.5 0.13
T1125-D45 475s 0.016 7.5 0.13
T1125-D45 403s 0.016 7.5 0.12
T1125-D45 225 0.016 6.8 0.15
T1125-D45 215s 0.016 7.6 0.15
T1125-D45 074 0.016 6.8 0.16
